Year,AvgTemp
1959,15.439
1959,16.122
1959,16.776
1959,17.002
1959,16.908
1959,16.278
1959,15.405
1959,14.272
1959,13.763
1960,13.552999999999999
1960,13.956
1960,14.145
1960,15.19
1960,15.956
1960,16.67
1960,16.985
1960,16.969
1960,16.382
1960,15.456
1960,14.313
1960,13.928
1961,13.664
1961,14.058
1961,14.609000000000002
1961,15.444
1961,16.241
1961,16.810000000000002
1961,16.987000000000002
1961,16.917
1961,16.309
1961,15.401
1961,14.437
1961,13.682
1962,13.655
1962,14.003
1962,14.522
1962,15.353
1962,16.041
1962,16.679000000000002
1962,16.952
1962,16.830000000000002
1962,16.246
1962,15.429
1962,14.421
1962,13.776
1963,13.594
1963,14.014000000000001
1963,14.357
1963,15.216
1963,16.05
1963,16.675
1963,17.089000000000002
1963,17.061
1963,16.48
1963,15.587
1963,14.58
1963,13.817
1964,13.595
1964,13.73
1964,14.255999999999998
1964,15.062
1964,15.856
1964,16.590999999999998
1964,16.784000000000002
1964,16.634
1964,16.002
1964,15.171
1964,14.202
1964,13.522
1965,13.545
1965,13.698
1965,14.285
1965,15.095
1965,16.007
1965,16.532
1965,16.762
1965,16.803
1965,16.154
1965,15.406
1965,14.287
1965,13.775
1966,13.495
1966,13.81
1966,14.445
1966,15.254
1966,15.987
1966,16.692999999999998
1966,17.033
1966,16.826
1966,16.273
1966,15.315
1966,14.362
1966,13.683
1967,13.527
1967,13.688
1967,14.465
1967,15.3
1967,16.279
1967,16.665000000000006
1967,16.97
1967,16.84
1967,16.244
1967,15.469000000000001
1967,14.353
1967,13.73
1968,13.389
1968,13.724
1968,14.581
1968,15.261
1968,15.99
1968,16.695999999999998
1968,16.887
1968,16.794
1968,16.155
1968,15.481
1968,14.418
1968,13.791
1969,13.517999999999999
1969,13.747
1969,14.575999999999999
1969,15.517999999999999
1969,16.329
1969,16.830000000000002
1969,16.924
1969,16.945
1969,16.337
1969,15.445
1969,14.524000000000001
1969,13.993
1970,13.710999999999999
1970,14.022
1970,14.503
1970,15.44
1970,16.104
1970,16.672
1970,16.912
1970,16.748
1970,16.335
1970,15.42
1970,14.418
1970,13.707
1971,13.615
1971,13.627
1971,14.254
1971,15.227
1971,15.963
1971,16.539
1971,16.846
1971,16.752
1971,16.22
1971,15.298
1971,14.399000000000001
1971,13.66
1972,13.298
1972,13.644
1972,14.446
1972,15.290999999999999
1972,16.095
1972,16.729000000000006
1972,16.956
1972,16.977999999999998
1972,16.27
1972,15.438
1972,14.419
1972,13.951
1973,13.774
1973,14.14
1973,14.663
1973,15.527999999999999
1973,16.288
1973,16.795
1973,17.002
1973,16.889
1973,16.267
1973,15.419
1973,14.380999999999998
1973,13.711
1974,13.3
1974,13.49
1974,14.267
1974,15.182
1974,15.957
1974,16.616
1974,16.846
1974,16.912
1974,16.197
1974,15.274000000000001
1974,14.32
1974,13.656
1975,13.620999999999999
1975,13.857000000000001
1975,14.538
1975,15.297
1975,16.136
1975,16.682000000000002
1975,16.877
1975,16.665
1975,16.215999999999998
1975,15.292
1975,14.126
1975,13.557
1976,13.442
1976,13.619000000000002
1976,14.124
1976,15.135
1976,15.778
1976,16.448
1976,16.864
1976,16.671
1976,16.185
1976,15.167
1976,14.299
1976,13.841
1977,13.646999999999998
1977,14.001
1977,14.639
1977,15.47
1977,16.285999999999998
1977,16.846
1977,17.047
1977,16.979
1977,16.312
1977,15.387
1977,14.544
1977,13.741
1978,13.587
1978,13.904000000000002
1978,14.555
1978,15.372
1978,16.101
1978,16.601000000000006
1978,16.935
1978,16.623
1978,16.281
1978,15.337
1978,14.522
1978,13.793
1979,13.63
1979,13.768
1979,14.565
1979,15.390999999999998
1979,16.076
1979,16.772000000000002
1979,16.992
1979,16.977999999999998
1979,16.45
1979,15.557
1979,14.609000000000002
1979,14.182
1980,13.812
1980,14.112
1980,14.645999999999999
1980,15.578
1980,16.314
1980,16.805999999999994
1980,17.171
1980,17.049
1980,16.427
1980,15.45
1980,14.645
1980,13.892
1981,13.963
1981,14.073
1981,14.769
1981,15.432
1981,16.198
1981,16.932000000000002
1981,17.217
1981,17.123
1981,16.465999999999998
1981,15.453
1981,14.47
1981,14.098
1982,13.587
1982,13.852
1982,14.337
1982,15.33
1982,16.144000000000002
1982,16.625
1982,17.0
1982,16.867
1982,16.354
1982,15.493
1982,14.446
1982,14.068
1983,13.979
1983,14.169
1983,14.683
1983,15.468
1983,16.34
1983,16.785999999999998
1983,17.067999999999998
1983,17.145
1983,16.573
1983,15.498
1983,14.648
1983,13.886
1984,13.700999999999999
1984,13.878
1984,14.607999999999999
1984,15.37
1984,16.294999999999998
1984,16.668000000000006
1984,16.961000000000002
1984,16.972
1984,16.385
1984,15.368
1984,14.32
1984,13.604000000000001
1985,13.677999999999999
1985,13.731
1985,14.526
1985,15.356
1985,16.136
1985,16.713
1985,16.906
1985,17.012999999999998
1985,16.357
1985,15.476
1985,14.388
